prodcode,bb,ace,arb,arnie,mra,sglti,loop
"10323",,,1,,,,
"55446",,,1,,,,
"5988",,,1,,,,
"6437",,,1,,,,
"66624",,,1,,,,
"50185",,,1,,,,
"54049",,,1,,,,
"71618",,,1,,,,
"62911",,,1,,,,
"66598",,,1,,,,
"82330",,,1,,,,
"50971",,,1,,,,
"65274",,,1,,,,
"37650",,,1,,,,
"88228",,,1,,,,
"49492",,,1,,,,
"53833",,,1,,,,
"58274",,,1,,,,
"77128",,,1,,,,
"82785",,,1,,,,
"529",,,1,,,,
"78296",,,1,,,,
"54740",,,1,,,,
"89472",,,1,,,,
"45600",,,1,,,,
"82490",,,1,,,,
"4645",,,1,,,,
"68603",,,1,,,,
"57273",,,1,,,,
"78012",,,1,,,,
"85777",,,1,,,,
"57266",,,1,,,,
"16285",,,1,,,,
"828",,,1,,,,
"76070",,,1,,,,
"62388",,,1,,,,
"4685",,,1,,,,
"74904",,,1,,,,
"72924",,,1,,,,
"68340",,,1,,,,
"52972",,,1,,,,
"16060",,,1,,,,
"52559",,,1,,,,
"62415",,,1,,,,
"61177",,,1,,,,
"54414",,,1,,,,
"47616",,,1,,,,
"80858",,,1,,,,
"83888",,,1,,,,
"38367",,,1,,,,
"1780",,,1,,,,
"86255",,,1,,,,
"87945",,,1,,,,
"46792",,,1,,,,
"61288",,,1,,,,
"82427",,,1,,,,
"80448",,,1,,,,
"73811",,,1,,,,
"82488",,,1,,,,
"58649",,,1,,,,
"59690",,,1,,,,
"58910",,,1,,,,
"52886",,,1,,,,
"46355",,,1,,,,
"76202",,,1,,,,
"17689",,,1,,,,
"51601",,,1,,,,
"85331",,,1,,,,
"88414",,,1,,,,
"27520",,,1,,,,
"56104",,,1,,,,
"6877",,,1,,,,
"58646",,,1,,,,
"53680",,,1,,,,
"80738",,,1,,,,
"47727",,,1,,,,
"70628",,,1,,,,
"48039",,,1,,,,
"47467",,,1,,,,
"81047",,,1,,,,
"57796",,,1,,,,
"74589",,,1,,,,
"61442",,,1,,,,
"72086",,,1,,,,
"58669",,,1,,,,
"57977",,,1,,,,
"6243",,,1,,,,
"51519",,,1,,,,
"66931",,,,1,,,
"66197",,,,1,,,
"66702",,,,1,,,
"4661",,,,,1,,1
"7441",,,,,1,,1
"708",,,,,1,,
"3902",,,,,1,,
"45916",,,,,1,,
"1297",,,,,1,,
"11519",,,,,1,,
"17902",,,,,1,,
"50370",,,,,1,,
"29397",,,,,1,,
"51933",,,,,1,,
"7991",,,,,1,,
"52366",,,,,1,,
"58757",,,,,1,,
"25086",,,,,1,,
"75488",,,,,1,,
"71398",,,,,1,,
"19003",,,,,1,,
"57556",,,,,1,,
"60660",,,,,1,,
"52970",,,,,1,,
"56536",,,,,1,,
"84951",,,,,1,,
"86263",,,,,1,,
"17783",,,,,1,,
"45078",,,,,1,,
"47687",,,,,1,,
"25494",,,,,1,,
"57933",,,,,1,,
"65822",,,,,1,,
"56274",,,,,1,,
"34908",,,,,1,,
"66011",,,,,1,,
"21911",,,,,1,,
"10251",,,,,1,,
"56067",,,,,1,,
"30034",,,,,1,,
"30367",,,,,1,,
"7952",,,,,1,,
"74631",,,,,1,,
"78356",,,,,1,,
"70370",,,,,1,,
"65582",,,,,1,,
"69473",,,,,1,,
"30368",,,,,1,,
"53508",,,,,1,,
"13264",,,,,1,,
"71010",,,,,1,,
"11384",,,,,1,,
"73644",,,,,1,,
"32837",,,,,1,,
"83704",,,,,1,,
"30365",,,,,1,,
"55050",,,,,1,,
"15052",,,,,1,,
"76195",,,,,1,,
"57104",,,,,1,,
"63309",,,,,1,,
"73208",,,,,1,,
"10214",,,,,1,,
"77604",,,,,1,,
"15811",,,,,1,,
"2001",,,,,1,,
"61025",,,,,1,,
"58077",,,,,1,,
"19195",,,,,1,,
"75413",,,,,1,,
"70918",,,,,1,,
"50079",,,,,1,,
"29694",,,,,1,,
"31131",,,,,1,,
"11156",,,,,1,,
"692",,,,,1,,
"14109",,,,,1,,
"49388",,,,,1,,
"35789",,,,,1,,
"25505",,,,,1,,
"60343",,,,,1,,
"8521",,,,,1,,
"4960",,,,,1,,
"74285",,,,,1,,
"31529",,,,,1,,
"83449",,,,,1,,
"6815",,,,,1,,
"51720",,,,,1,,
"23091",,,,,1,,
"83544",,,,,1,,
"53253",,,,,1,,
"47018",,,,,1,,
"787",,,,,1,,
"82563",,,,,1,,
"15053",,,,,1,,
"41074",,,,,1,,
"43514",,,,,1,,
"79128",,,,,1,,
"31219",,,,,1,,
"87476",,,,,1,,
"2389",,,,,1,,
"41592",,,,,1,,
"58225",,,,,1,,
"41706",,,,,1,,
"83484",,,,,1,,
"74154",,,,,1,,
"46990",,,,,1,,
"34296",,,,,1,,
"30592",,,,,1,,
"16531",,,,,1,,
"14144",,,,,1,,
"2142",,,,,1,,
"12946",,,,,1,,
"82481",,,,,1,,
"4161",,,,,1,,
"7961",,,,,1,,
"75593",,,,,1,,
"34347",,,,,1,,
"29529",,,,,1,,
"30035",,,,,1,,
"54120",,,,,1,,
"46674",,,,,1,,
"70543",,,,,1,,
"41660",,,,,1,,
"76321",,,,,1,,
"17950",,,,,1,,
"78341",,,,,1,,
"67913",,,,,1,,
"51652",,,,,1,,
"77610",,,,,1,,
"80319",,,,,,1,
"65083",,,,,,1,
"66855",,,,,,1,
"54203",,,,,,1,
"65057",,,,,,1,
"83089",,,,,,1,
"63031",,,,,,1,
"87852",,,,,,1,
"65344",,,,,,1,
"60430",,,,,,1,
"69370",,,,,,1,
"69540",,,,,,1,
"69654",,,,,,1,
"70463",,,,,,1,
"80784",,,,,,1,
"65066",,,,,,1,
"54182",,,,,,1,
"60211",,,,,,1,
"63929",,,,,,1,
"60379",,,,,,1,
"78946",,,,,,1,
"62760",,,,,,1,
"66854",,,,,,1,
"60073",,,,,,1,
"63516",,,,,,1,
"84232",,,,,,1,
"61756",,,,,,1,
"65059",,,,,,1,
"60012",,,,,,1,
"54265",,,,,,1,
"64217",,,,,,1,
"64743",,,,,,1,
"80087",,,,,,1,
"62172",,,,,,1,
"77762",,,,,,1,
"66008",,,,,,1,
"54480",,,,,,1,
"60386",,,,,,1,
"87570",,,,,,1,
"60643",,,,,,1,
"61365",,,,,,,1
"2788",,,,,,,1
"22658",,,,,,,1
"60465",,,,,,,1
"45305",,,,,,,1
"59911",,,,,,,1
"66017",,,,,,,1
"66195",,,,,,,1
"82828",,,,,,,1
"78265",,,,,,,1
"2961",,,,,,,1
"79677",,,,,,,1
"5249",,,,,,,1
"15874",,,,,,,1
"86315",,,,,,,1
"59412",,,,,,,1
"34622",,,,,,,1
"83145",,,,,,,1
"76157",,,,,,,1
"14761",,,,,,,1
"41405",,,,,,,1
"27926",,,,,,,1
"7606",,,,,,,1
"51983",,,,,,,1
"57610",,,,,,,1
"14837",,,,,,,1
"74677",,,,,,,1
"53967",,,,,,,1
"9680",,,,,,,1
"75855",,,,,,,1
"1369",,,,,,,1
"2495",,,,,,,1
"52887",,,,,,,1
"47647",,,,,,,1
"36190",,,,,,,1
"5218",,,,,,,1
"81555",,,,,,,1
"56375",,,,,,,1
"5868",,,,,,,1
"32002",,,,,,,1
"78728",,,,,,,1
"27447",,,,,,,1
"60258",,,,,,,1
"12354",,,,,,,1
"814",,,,,,,1
"71406",,,,,,,1
"82639",,,,,,,1
"10781",,,,,,,1
"7709",,,,,,,1
"1301",,,,,,,1
"66149",,,,,,,1
"71348",,,,,,,1
"30625",,,,,,,1
"40190",,,,,,,1
"42488",,,,,,,1
"3248",,,,,,,1
"18096",,,,,,,1
"18650",,,,,,,1
"52045",,,,,,,1
"19056",,,,,,,1
"71950",,,,,,,1
"7806",,,,,,,1
"55738",,,,,,,1
"2772",,,,,,,1
"19194",,,,,,,1
"34557",,,,,,,1
"55",,,,,,,1
"27696",,,,,,,1
"74926",,,,,,,1
"41292",,,,,,,1
"26292",,,,,,,1
"193",,,,,,,1
"19300",,,,,,,1
"40738",,,,,,,1
"73152",,,,,,,1
"32918",,,,,,,1
"89261",,,,,,,1
"25717",,,,,,,1
"12226",,,,,,,1
"3793",,,,,,,1
"74814",,,,,,,1
"10066",,,,,,,1
"1776",,,,,,,1
"46525",,,,,,,1
"60291",,,,,,,1
"59939",,,,,,,1
"4182",,,,,,,1
"4705",,,,,,,1
"58224",,,,,,,1
"11268",,,,,,,1
"71377",,,,,,,1
"84705",,,,,,,1
"39807",,,,,,,1
"8102",,,,,,,1
"25965",,,,,,,1
"36767",,,,,,,1
"73480",,,,,,,1
"30773",,,,,,,1
"70650",,,,,,,1
"63237",,,,,,,1
"18716",,,,,,,1
"59884",,,,,,,1
"15341",,,,,,,1
"33527",,,,,,,1
"13435",,,,,,,1
"62024",,,,,,,1
"562",,,,,,,1
"89471",,,,,,,1
"83714",,,,,,,1
"10392",,,,,,,1
"46948",,,,,,,1
"19192",,,,,,,1
"7582",,,,,,,1
"25334",,,,,,,1
"76323",,,,,,,1
"68068",,,,,,,1
"84886",,,,,,,1
"79368",,,,,,,1
"38901",,,,,,,1
"28129",,,,,,,1
"46699",,,,,,,1
"77566",,,,,,,1
"34613",,,,,,,1
"41533",,,,,,,1
"14587",,,,,,,1
"7734",,,,,,,1
"64255",,,,,,,1
"41719",,,,,,,1
"69445",,,,,,,1
"27690",,,,,,,1
"73993",,,,,,,1
"46116",,,,,,,1
"59030",,,,,,,1
"21938",,,,,,,1
"4211",,,,,,,1
"34006",,,,,,,1
"34934",,,,,,,1
"29780",,,,,,,1
"56",,,,,,,1
"35162",,,,,,,1
"57600",,,,,,,1
"10422",,,,,,,1
"65583",,,,,,,1
"21849",,,,,,,1
"16206",,,,,,,1
"40898",,,,,,,1
"59290",,,,,,,1
"55548",,,,,,,1
"7799",,,,,,,1
"30913",,,,,,,1
"6",,,,,,,1
"69338",,,,,,,1
"18332",,,,,,,1
"4873",,,,,,,1
"4258",,,,,,,1
"12294",,,,,,,1
"9431",,,,,,,1
"73171",,,,,,,1
"41828",,,,,,,1
"64745",,,,,,,1
"61475",,,,,,,1
"5220",,,,,,,1
"67910",,,,,,,1
"18497",,,,,,,1
"12367",,,,,,,1
"52900",,,,,,,1
"8052",,,,,,,1
"43508",,,,,,,1
"20538",,,,,,,1
"32277",,,,,,,1
"89516",,,,,,,1
"63555",,,,,,,1
"31773",,,,,,,1
"31548",,,,,,,1
"3287",,,,,,,1
"30875",,,,,,,1
"211",,,,,,,1
"39602",,,,,,,1
"6160",,,,,,,1
"34374",,,,,,,1
"57908",,,,,,,1
"58078",,,,,,,1
"76934",,,,,,,1
"88232",,,,,,,1
"73195",,,,,,,1
"40247",,,,,,,1
"74800",,,,,,,1
"32896",,,,,,,1
"64677",,,,,,,1
"49268",,,,,,,1
"33658",,,,,,,1
"5728",,,,,,,1
"54825",,,,,,,1
"78229",,,,,,,1
"56051",,,,,,,1
"11487",,,,,,,1
"12318",,,,,,,1
"2493",,,,,,,1
"79904",,,,,,,1
"81633",,,,,,,1
"24835",,,,,,,1
"83404",,,,,,,1
"6118",,,,,,,1
"78257",,,,,,,1
"32091",,,,,,,1
"11265",,,,,,,1
"42388",,,,,,,1
"74381",,,,,,,1
"19258",,,,,,,1
"24832",,,,,,,1
"17960",,,,,,,1
"3050",,,,,,,1
"26529",,,,,,,1
"9456",,,,,,,1
"47815",,,,,,,1
"34280",,,,,,,1
"77333",,,,,,,1
"31932",,,,,,,1
"85516",,,,,,,
"53460",,,,,,,
"49738",,,,,,,
"8841",,,,,,,
"57108",,,,,,,
"55723",,,,,,,
"72773",,,,,,,
"40085",,,,,,,
"55971",,,,,,,
"55618",,,,,,,
"65850",,,,,,,
"49062",,,,,,,
"34381",,,,,,,
"89528",,,,,,,
"79694",,,,,,,
"57622",,,,,,,
"68939",,,,,,,
"17683",,,,,,,
"79590",,,,,,,
"56115",,,,,,,
"1805",,,,,,,
"85047",,,,,,,
"47894",,,,,,,
"841",,,,,,,
"56208",,,,,,,
"51080",,,,,,,
"2221",,,,,,,
"5627",,,,,,,
"37055",,,,,,,
"86375",,,,,,,
"7915",,,,,,,
"27396",,,,,,,
"10145",,,,,,,
"379",,,,,,,
"56426",,,,,,,
"61269",,,,,,,
"76572",,,,,,,
"76776",,,,,,,
"56489",,,,,,,
"42",,,,,,,
"24002",,,,,,,
"82528",,,,,,,
"71958",,,,,,,
"84669",,,,,,,
"6060",,,,,,,
"40892",,,,,,,
"18220",,,,,,,
"58394",,,,,,,
"61149",,,,,,,
"86529",,,,,,,
"56656",,,,,,,
"48867",,,,,,,
"79389",,,,,,,
"64503",,,,,,,
"10183",,,,,,,
"11521",,,,,,,
"11326",,,,,,,
"89256",,,,,,,
"49479",,,,,,,
"56879",,,,,,,
"7539",,,,,,,
"38551",,,,,,,
"73808",,,,,,,
"73385",,,,,,,
"83490",,,,,,,
"17377",,,,,,,
"47074",,,,,,,
"56983",,,,,,,
"13837",,,,,,,
"56996",,,,,,,
"63152",,,,,,,
"48021",,,,,,,
"56841",,,,,,,
"5557",,,,,,,
"1781",,,,,,,
"476",,,,,,,
"73305",,,,,,,
"57137",,,,,,,
"74888",,,,,,,
"86724",,,,,,,
"59002",,,,,,,
"63726",,,,,,,
"2607",,,,,,,
"7374",,,,,,,
"14918",,,,,,,
"84392",,,,,,,
"56831",,,,,,,
"40729",,,,,,,
"47207",,,,,,,
"11990",,,,,,,
"76167",,,,,,,
"12992",,,,,,,
"57388",,,,,,,
"58578",,,,,,,
"29786",,,,,,,
"59278",,,,,,,
"82201",,,,,,,
"57564",,,,,,,
"30861",,,,,,,
"20995",,,,,,,
"5678",,,,,,,
"17809",,,,,,,
"88902",,,,,,,
"81987",,,,,,,
"35112",,,,,,,
"67",,,,,,,
"60694",,,,,,,
"7815",,,,,,,
"89332",,,,,,,
"36031",,,,,,,
"57830",,,,,,,
"57834",,,,,,,
"57836",,,,,,,
"3155",,,,,,,
"4760",,,,,,,
"60127",,,,,,,
"6666",,,,,,,
"88492",,,,,,,
"8646",,,,,,,
"80370",,,,,,,
"67266",,,,,,,
"25718",,,,,,,
"35552",,,,,,,
"83186",,,,,,,
"58594",,,,,,,
"64460",,,,,,,
"13331",,,,,,,
"14504",,,,,,,
"74825",,,,,,,
"7127",,,,,,,
"56007",,,,,,,
"34323",,,,,,,
"5850",,,,,,,
"8706",,,,,,,
"52044",,,,,,,
"11977",,,,,,,
"75550",,,,,,,
"58607",,,,,,,
"76728",,,,,,,
"19797",,,,,,,
"35144",,,,,,,
"53711",,,,,,,
"58723",,,,,,,
"22863",,,,,,,
"34697",,,,,,,
"85141",,,,,,,
"34418",,,,,,,
"66286",,,,,,,
"58787",,,,,,,
"77753",,,,,,,
"58834",,,,,,,
"1486",,,,,,,
"5345",,,,,,,
"67231",,,,,,,
"62335",,,,,,,
"8168",,,,,,,
"49506",,,,,,,
"82854",,,,,,,
"59005",,,,,,,
"27125",,,,,,,
"10001",,,,,,,
"34181",,,,,,,
"58995",,,,,,,
"62430",,,,,,,
"16155",,,,,,,
"23993",,,,,,,
"5021",,,,,,,
"24498",,,,,,,
"16160",,,,,,,
"55711",,,,,,,
"54985",,,,,,,
"34415",,,,,,,
"45346",,,,,,,
"59193",,,,,,,
"54946",,,,,,,
"2718",,,,,,,
"86466",,,,,,,
"69442",,,,,,,
"33711",,,,,,,
"5845",,,,,,,
"62309",,,,,,,
"34948",,,,,,,
"59357",,,,,,,
"43434",,,,,,,
"42395",,,,,,,
"59446",,,,,,,
"63481",,,,,,,
"6405",,,,,,,
"10546",,,,,,,
"83887",,,,,,,
"34871",,,,,,,
"22974",,,,,,,
"28588",,,,,,,
"69427",,,,,,,
"14037",,,,,,,
"50166",,,,,,,
"3396",,,,,,,
"54066",,,,,,,
"37434",,,,,,,
"77427",,,,,,,
"6360",,,,,,,
"84717",,,,,,,
"83668",,,,,,,
"1575",,,,,,,
"34294",,,,,,,
"59846",,,,,,,
"59133",,,,,,,
"34086",,,,,,,
"5742",,,,,,,
"57620",,,,,,,
"11408",,,,,,,
"4352",,,,,,,
"82846",,,,,,,
"11627",,,,,,,
"89478",,,,,,,
"24857",,,,,,,
"28101",,,,,,,
"15367",,,,,,,
"68744",,,,,,,
"58742",,,,,,,
"59776",,,,,,,
"84649",,,,,,,
"58051",,,,,,,
"72308",,,,,,,
"14938",,,,,,,
"71369",,,,,,,
"4062",,,,,,,
"32921",,,,,,,
"48501",,,,,,,
"59620",,,,,,,
"48056",,,,,,,
"54992",,,,,,,
"18442",,,,,,,
"72479",,,,,,,
"48134",,,,,,,
"7266",,,,,,,
"68591",,,,,,,
"24846",,,,,,,
"11604",,,,,,,
"70790",,,,,,,
"9302",,,,,,,
"32848",,,,,,,
"33562",,,,,,,
"6057",,,,,,,
"35561",,,,,,,
"29939",,,,,,,
"40381",,,,,,,
"60619",,,,,,,
"60621",,,,,,,
"34485",,,,,,,
"60682",,,,,,,
"13277",,,,,,,
"60967",,,,,,,
"12299",,,,,,,
"14928",,,,,,,
"13550",,,,,,,
"80263",,,,,,,
"73384",,,,,,,
"5250",,,,,,,
"60888",,,,,,,
"77470",,,,,,,
"6091",,,,,,,
"20567",,,,,,,
"57451",,,,,,,
"52812",,,,,,,
"18149",,,,,,,
"72373",,,,,,,
"11815",,,,,,,
"79372",,,,,,,
"59533",,,,,,,
"9565",,,,,,,
"6024",,,,,,,
"35454",,,,,,,
"70490",,,,,,,
"34836",,,,,,,
"381",,,,,,,
"77978",,,,,,,
"86640",,,,,,,
"75943",,,,,,,
"72539",,,,,,,
"254",,,,,,,
"36099",,,,,,,
"76120",,,,,,,
"61360",,,,,,,
"78993",,,,,,,
"22864",,,,,,,
"62137",,,,,,,
"61503",,,,,,,
"61559",,,,,,,
"10207",,,,,,,
"9388",,,,,,,
"2897",,,,,,,
"58961",,,,,,,
"22697",,,,,,,
"78889",,,,,,,
"38774",,,,,,,
"77358",,,,,,,
"23956",,,,,,,
"63707",,,,,,,
"87821",,,,,,,
"62824",,,,,,,
"17926",,,,,,,
"86706",,,,,,,
"67496",,,,,,,
"54933",,,,,,,
"62150",,,,,,,
"62155",,,,,,,
"62180",,,,,,,
"53966",,,,,,,
"61",,,,,,,
"62276",,,,,,,
"84627",,,,,,,
"10051",,,,,,,
"63035",,,,,,,
"22858",,,,,,,
"9301",,,,,,,
"1844",,,,,,,
"57397",,,,,,,
"50564",,,,,,,
"62476",,,,,,,
"81906",,,,,,,
"488",,,,,,,
"30460",,,,,,,
"5789",,,,,,,
"61134",,,,,,,
"80215",,,,,,,
"73460",,,,,,,
"51612",,,,,,,
"62693",,,,,,,
"44866",,,,,,,
"25433",,,,,,,
"17643",,,,,,,
"86879",,,,,,,
"43806",,,,,,,
"52618",,,,,,,
"11343",,,,,,,
"5121",,,,,,,
"41593",,,,,,,
"89482",,,,,,,
"87501",,,,,,,
"54734",,,,,,,
"52953",,,,,,,
"51166",,,,,,,
"9618",,,,,,,
"57387",,,,,,,
"46666",,,,,,,
"58755",,,,,,,
"64702",,,,,,,
"68031",,,,,,,
"30432",,,,,,,
"19183",,,,,,,
"56736",,,,,,,
"83132",,,,,,,
"11056",,,,,,,
"87966",,,,,,,
"63474",,,,,,,
"57999",,,,,,,
"2408",,,,,,,
"49172",,,,,,,
"44480",,,,,,,
"10566",,,,,,,
"5620",,,,,,,
"46925",,,,,,,
"5634",,,,,,,
"17580",,,,,,,
"79705",,,,,,,
"6228",,,,,,,
"60607",,,,,,,
"77385",,,,,,,
"802",,,,,,,
"64678",,,,,,,
"57585",,,,,,,
"86714",,,,,,,
"56735",,,,,,,
"13729",,,,,,,
"50071",,,,,,,
"25211",,,,,,,
"64987",,,,,,,
"77433",,,,,,,
"53772",,,,,,,
"14379",,,,,,,
"5174",,,,,,,
"4198",,,,,,,
"59253",,,,,,,
"34517",,,,,,,
"72120",,,,,,,
"79854",,,,,,,
"25786",,,,,,,
"37216",,,,,,,
"64258",,,,,,,
"77607",,,,,,,
"59385",,,,,,,
"73676",,,,,,,
"66563",,,,,,,
"83010",,,,,,,
"63562",,,,,,,
"16866",,,,,,,
"83236",,,,,,,
"645",,,,,,,
"25",,,,,,,
"82406",,,,,,,
"28606",,,,,,,
"21921",,,,,,,
"75247",,,,,,,
"42499",,,,,,,
"34603",,,,,,,
"1221",,,,,,,
"14362",,,,,,,
"64723",,,,,,,
"82595",,,,,,,
"64785",,,,,,,
"64825",,,,,,,
"36356",,,,,,,
"70807",,,,,,,
"75702",,,,,,,
"64933",,,,,,,
"8376",,,,,,,
"7989",,,,,,,
"62562",,,,,,,
"63823",,,,,,,
"63469",,,,,,,
"31267",,,,,,,
"33676",,,,,,,
"82306",,,,,,,
"63307",,,,,,,
"34942",,,,,,,
"50000",,,,,,,
"27461",,,,,,,
"24622",,,,,,,
"67829",,,,,,,
"7462",,,,,,,
"33675",,,,,,,
"26795",,,,,,,
"80662",,,,,,,
"67160",,,,,,,
"53437",,,,,,,
"15374",,,,,,,
"85713",,,,,,,
"65495",,,,,,,
"11155",,,,,,,
"11086",,,,,,,
"57744",,,,,,,
"60278",,,,,,,
"12976",,,,,,,
"7400",,,,,,,
"73759",,,,,,,
"12259",,,,,,,
"84810",,,,,,,
"65679",,,,,,,
"82342",,,,,,,
"67429",,,,,,,
"12060",,,,,,,
"86117",,,,,,,
"7793",,,,,,,
"31870",,,,,,,
"73303",,,,,,,
"18931",,,,,,,
"65901",,,,,,,
"65923",,,,,,,
"67846",,,,,,,
"65611",,,,,,,
"63421",,,,,,,
"7757",,,,,,,
"35150",,,,,,,
"685",,,,,,,
"12211",,,,,,,
"66505",,,,,,,
"216",,,,,,,
"49061",,,,,,,
"56165",,,,,,,
"27614",,,,,,,
"52856",,,,,,,
"88481",,,,,,,
"6965",,,,,,,
"53791",,,,,,,
"34907",,,,,,,
"53340",,,,,,,
"45219",,,,,,,
"56494",,,,,,,
"56146",,,,,,,
"19029",,,,,,,
"7544",,,,,,,
"9998",,,,,,,
"377",,,,,,,
"73282",,,,,,,
"17824",,,,,,,
"29328",,,,,,,
"69725",,,,,,,
"31211",,,,,,,
"47360",,,,,,,
"34713",,,,,,,
"76512",,,,,,,
"68867",,,,,,,
"5022",,,,,,,
"6120",,,,,,,
"60511",,,,,,,
"17614",,,,,,,
"81991",,,,,,,
"32314",,,,,,,
"34563",,,,,,,
"67157",,,,,,,
"64495",,,,,,,
"72862",,,,,,,
"86710",,,,,,,
"48765",,,,,,,
"40389",,,,,,,
"34499",,,,,,,
"67328",,,,,,,
"55912",,,,,,,
"42803",,,,,,,
"68752",,,,,,,
"78284",,,,,,,
"81754",,,,,,,
"75688",,,,,,,
"22155",,,,,,,
"63118",,,,,,,
"23250",,,,,,,
"4426",,,,,,,
"57243",,,,,,,
"48139",,,,,,,
"67730",,,,,,,
"52449",,,,,,,
"67745",,,,,,,
"745",,,,,,,
"55230",,,,,,,
"53752",,,,,,,
"86790",,,,,,,
"7861",,,,,,,
"33317",,,,,,,
"54117",,,,,,,
"67858",,,,,,,
"72046",,,,,,,
"8734",,,,,,,
"15252",,,,,,,
"67928",,,,,,,
"22094",,,,,,,
"68023",,,,,,,
"19491",,,,,,,
"19724",,,,,,,
"57153",,,,,,,
"68203",,,,,,,
"12638",,,,,,,
"68261",,,,,,,
"6831",,,,,,,
"44304",,,,,,,
"22",,,,,,,
"88019",,,,,,,
"54240",,,,,,,
"60933",,,,,,,
"68342",,,,,,,
"52607",,,,,,,
"37256",,,,,,,
"32210",,,,,,,
"68636",,,,,,,
"3286",,,,,,,
"72048",,,,,,,
"2137",,,,,,,
"54819",,,,,,,
"48966",,,,,,,
"68756",,,,,,,
"53250",,,,,,,
"55023",,,,,,,
"68819",,,,,,,
"1779",,,,,,,
"8839",,,,,,,
"53415",,,,,,,
"5564",,,,,,,
"6724",,,,,,,
"16186",,,,,,,
"26060",,,,,,,
"648",,,,,,,
"33978",,,,,,,
"34328",,,,,,,
"77472",,,,,,,
"51483",,,,,,,
"24025",,,,,,,
"26498",,,,,,,
"40601",,,,,,,
"2321",,,,,,,
"59288",,,,,,,
"69459",,,,,,,
"24309",,,,,,,
"31499",,,,,,,
"69528",,,,,,,
"65496",,,,,,,
"75622",,,,,,,
"62678",,,,,,,
"7075",,,,,,,
"54764",,,,,,,
"70580",,,,,,,
"69583",,,,,,,
"82511",,,,,,,
"2290",,,,,,,
"34087",,,,,,,
"66292",,,,,,,
"15779",,,,,,,
"55603",,,,,,,
"26792",,,,,,,
"27501",,,,,,,
"8186",,,,,,,
"6981",,,,,,,
"48026",,,,,,,
"72989",,,,,,,
"57936",,,,,,,
"83078",,,,,,,
"69941",,,,,,,
"15411",,,,,,,
"70055",,,,,,,
"33603",,,,,,,
"9297",,,,,,,
"70308",,,,,,,
"83841",,,,,,,
"50670",,,,,,,
"79017",,,,,,,
"5621",,,,,,,
"59809",,,,,,,
"76163",,,,,,,
"7048",,,,,,,
"70486",,,,,,,
"10175",,,,,,,
"86784",,,,,,,
"16142",,,,,,,
"53890",,,,,,,
"39119",,,,,,,
"47856",,,,,,,
"70693",,,,,,,
"18590",,,,,,,
"7196",,,,,,,
"21395",,,,,,,
"1219",,,,,,,
"56691",,,,,,,
"11601",,,,,,,
"10184",,,,,,,
"87808",,,,,,,
"61321",,,,,,,
"38986",,,,,,,
"76416",,,,,,,
"9260",,,,,,,
"55452",,,,,,,
"70950",,,,,,,
"16152",,,,,,,
"61335",,,,,,,
"38808",,,,,,,
"24993",,,,,,,
"87734",,,,,,,
"73414",,,,,,,
"21564",,,,,,,
"43408",,,,,,,
"34966",,,,,,,
"71020",,,,,,,
"86376",,,,,,,
"36355",,,,,,,
"73417",,,,,,,
"89410",,,,,,,
"34019",,,,,,,
"30022",,,,,,,
"61258",,,,,,,
"76942",,,,,,,
"727",,,,,,,
"71198",,,,,,,
"75008",,,,,,,
"71247",,,,,,,
"88427",,,,,,,
"71303",,,,,,,
"71351",,,,,,,
"71361",,,,,,,
"2454",,,,,,,
"86940",,,,,,,
"11245",,,,,,,
"59447",,,,,,,
"20754",,,,,,,
"56857",,,,,,,
"26621",,,,,,,
"8185",,,,,,,
"56008",,,,,,,
"56995",,,,,,,
"64307",,,,,,,
"59244",,,,,,,
"73673",,,,,,,
"35260",,,,,,,
"11717",,,,,,,
"85931",,,,,,,
"34918",,,,,,,
"39866",,,,,,,
"15484",,,,,,,
"67402",,,,,,,
"45821",,,,,,,
"7203",,,,,,,
"72032",,,,,,,
"69548",,,,,,,
"72050",,,,,,,
"71676",,,,,,,
"72092",,,,,,,
"72124",,,,,,,
"87294",,,,,,,
"4011",,,,,,,
"53867",,,,,,,
"72213",,,,,,,
"7228",,,,,,,
"70125",,,,,,,
"48533",,,,,,,
"56640",,,,,,,
"52522",,,,,,,
"77650",,,,,,,
"80987",,,,,,,
"5989",,,,,,,
"3770",,,,,,,
"34353",,,,,,,
"7164",,,,,,,
"67329",,,,,,,
"72852",,,,,,,
"82329",,,,,,,
"61155",,,,,,,
"73025",,,,,,,
"87532",,,,,,,
"73150",,,,,,,
"54526",,,,,,,
"10243",,,,,,,
"28238",,,,,,,
"7319",,,,,,,
"12892",,,,,,,
"7325",,,,,,,
"59728",,,,,,,
"9639",,,,,,,
"78125",,,,,,,
"73285",,,,,,,
"22957",,,,,,,
"84456",,,,,,,
"73383",,,,,,,
"26218",,,,,,,
"69470",,,,,,,
"73684",,,,,,,
"14644",,,,,,,
"12840",,,,,,,
"34576",,,,,,,
"69571",,,,,,,
"75971",,,,,,,
"56808",,,,,,,
"32909",,,,,,,
"34456",,,,,,,
"73589",,,,,,,
"34216",,,,,,,
"22161",,,,,,,
"85635",,,,,,,
"64984",,,,,,,
"63603",,,,,,,
"48435",,,,,,,
"80168",,,,,,,
"66963",,,,,,,
"50236",,,,,,,
"31465",,,,,,,
"1214",,,,,,,
"15951",,,,,,,
